pm2.5,year,month,day,hour,dew_point,temperature,pressure,wind_direction,wind_speed,snow_hours,rain_hours
12,2011,5,31,16,11,25,1002,NW,110.42,0,1
16,2011,5,31,17,11,24,1003,NW,120.25,0,0
10,2011,5,31,18,11,24,1003,NW,129.19,0,0
24,2011,5,31,19,9,24,1003,NW,137.24,0,0
NA,2011,5,31,20,9,23,1004,NW,142.16,0,0
14,2011,5,31,21,9,23,1004,NW,147.08,0,0
20,2011,5,31,22,8,22,1005,NW,152,0,0
10,2011,5,31,23,9,22,1005,NW,156.92,0,0
12,2011,6,1,0,9,21,1005,NW,160.94,0,0
17,2011,6,1,1,8,22,1006,NW,165.86,0,0
12,2011,6,1,2,8,22,1006,NW,170.78,0,0
16,2011,6,1,3,8,22,1006,NW,175.7,0,0
8,2011,6,1,4,8,22,1006,NW,181.51,0,0
11,2011,6,1,5,8,22,1006,NW,185.53,0,0
17,2011,6,1,6,10,21,1007,NW,188.66,0,0
8,2011,6,1,7,9,22,1007,NW,192.68,0,0
16,2011,6,1,8,9,25,1008,NW,196.7,0,0
15,2011,6,1,9,9,25,1008,NW,200.72,0,0
15,2011,6,1,10,8,28,1008,NW,203.85,0,0
13,2011,6,1,11,8,29,1008,NW,206.98,0,0
20,2011,6,1,12,7,31,1007,cv,0.89,0,0
9,2011,6,1,13,6,32,1006,SE,1.79,0,0
10,2011,6,1,14,3,33,1006,cv,1.79,0,0
11,2011,6,1,15,6,29,1006,NE,5.81,0,0
17,2011,6,1,16,5,31,1006,SE,3.13,0,0
18,2011,6,1,17,4,31,1006,SE,7.15,0,0
28,2011,6,1,18,6,30,1006,SE,10.28,0,0
NA,2011,6,1,19,6,29,1006,SE,14.3,0,0
28,2011,6,1,20,7,26,1007,SE,16.09,0,0
29,2011,6,1,21,7,24,1007,SE,19.22,0,0
33,2011,6,1,22,9,22,1007,SE,21.01,0,0
29,2011,6,1,23,9,22,1008,SE,22.8,0,0
33,2011,6,2,0,9,22,1008,SE,25.93,0,0
33,2011,6,2,1,11,20,1007,cv,0.89,0,0
31,2011,6,2,2,10,19,1007,SE,1.79,0,0
36,2011,6,2,3,13,20,1007,SE,5.81,0,0
45,2011,6,2,4,12,19,1007,SE,9.83,0,0
48,2011,6,2,5,12,18,1007,SE,11.62,0,0
57,2011,6,2,6,13,20,1007,cv,0.89,0,0
81,2011,6,2,7,13,21,1007,cv,1.78,0,0
98,2011,6,2,8,13,23,1007,SE,1.79,0,0
99,2011,6,2,9,12,26,1006,SE,3.58,0,0
143,2011,6,2,10,11,26,1006,cv,1.79,0,0
105,2011,6,2,11,12,30,1004,cv,3.58,0,0
83,2011,6,2,12,11,32,1004,SE,1.79,0,0
81,2011,6,2,13,10,35,1002,cv,3.13,0,0
128,2011,6,2,14,9,35,1002,SE,5.81,0,0
127,2011,6,2,15,8,36,1000,SE,11.62,0,0
64,2011,6,2,16,7,35,999,SE,20.56,0,0
60,2011,6,2,17,5,33,1000,SE,27.71,0,0
100,2011,6,2,18,8,33,999,SE,32.63,0,0
92,2011,6,2,19,8,32,1000,SE,38.44,0,0
116,2011,6,2,20,9,31,1000,SE,44.25,0,0
74,2011,6,2,21,10,31,1001,SE,47.38,0,0
64,2011,6,2,22,10,28,1001,NE,4.02,0,0
73,2011,6,2,23,10,24,1001,NW,4.02,0,0
69,2011,6,3,0,10,23,1001,NW,8.94,0,0
68,2011,6,3,1,11,24,1001,NW,13.86,0,0
37,2011,6,3,2,10,24,1002,NE,4.02,0,0
37,2011,6,3,3,10,24,1002,NW,4.92,0,0
32,2011,6,3,4,8,23,1003,NE,5.81,0,0
23,2011,6,3,5,6,23,1004,NE,12.96,0,0
18,2011,6,3,6,3,23,1005,NE,21.01,0,0
25,2011,6,3,7,3,24,1006,NE,28.16,0,0
34,2011,6,3,8,1,25,1006,NW,8.94,0,0
9,2011,6,3,9,2,24,1006,NW,16.09,0,0
12,2011,6,3,10,-1,28,1005,NW,21.01,0,0
28,2011,6,3,11,-1,27,1005,NW,25.03,0,0
9,2011,6,3,12,0,30,1005,NW,29.95,0,0
9,2011,6,3,13,0,31,1004,NW,34.87,0,0
11,2011,6,3,14,1,31,1004,NW,39.79,0,0
11,2011,6,3,15,4,30,1004,SE,4.02,0,0
8,2011,6,3,16,5,30,1003,SE,7.15,0,0
56,2011,6,3,17,6,30,1003,cv,1.79,0,0
15,2011,6,3,18,1,31,1003,NW,4.92,0,0
15,2011,6,3,19,3,30,1004,NW,9.84,0,0
48,2011,6,3,20,5,28,1004,SE,3.13,0,0
56,2011,6,3,21,5,26,1005,SE,6.26,0,0
45,2011,6,3,22,5,26,1006,SE,9.39,0,0
48,2011,6,3,23,9,21,1006,SE,11.18,0,0
53,2011,6,4,0,8,20,1006,cv,0.89,0,0
53,2011,6,4,1,9,19,1006,NE,1.79,0,0
70,2011,6,4,2,9,18,1006,NE,2.68,0,0
48,2011,6,4,3,10,19,1006,SE,0.89,0,0
58,2011,6,4,4,11,19,1006,cv,0.45,0,0
68,2011,6,4,5,10,19,1007,cv,1.34,0,0
57,2011,6,4,6,9,21,1007,NW,1.79,0,0
44,2011,6,4,7,9,22,1008,cv,0.89,0,0
NA,2011,6,4,8,7,25,1008,NW,1.79,0,0
NA,2011,6,4,9,7,25,1008,NE,1.79,0,0
NA,2011,6,4,10,7,26,1008,cv,0.89,0,0
NA,2011,6,4,11,8,28,1008,cv,1.78,0,0
NA,2011,6,4,12,8,29,1007,cv,3.57,0,0
30,2011,6,4,13,6,31,1006,cv,7.59,0,0
44,2011,6,4,14,8,32,1006,SE,4.02,0,0
37,2011,6,4,15,9,32,1005,SE,8.94,0,0
40,2011,6,4,16,6,32,1005,SE,14.75,0,0
45,2011,6,4,17,9,31,1004,SE,20.56,0,0
21,2011,6,4,18,5,30,1005,SE,27.71,0,0
18,2011,6,4,19,5,29,1005,SE,31.73,0,0
25,2011,6,4,20,6,27,1006,SE,35.75,0,0
27,2011,6,4,21,7,24,1007,SE,38.88,0,0
24,2011,6,4,22,8,22,1007,cv,0.89,0,0
22,2011,6,4,23,10,20,1007,SE,1.79,0,0
28,2011,6,5,0,10,20,1007,SE,3.58,0,0
40,2011,6,5,1,12,19,1007,cv,0.89,0,0
63,2011,6,5,2,11,18,1008,cv,1.78,0,0
78,2011,6,5,3,12,18,1008,cv,2.67,0,0
100,2011,6,5,4,12,18,1008,cv,3.56,0,0
109,2011,6,5,5,12,16,1009,cv,4.45,0,0
124,2011,6,5,6,12,19,1009,cv,5.34,0,0
125,2011,6,5,7,12,21,1009,SE,1.79,0,0
133,2011,6,5,8,13,24,1009,cv,0.89,0,0
133,2011,6,5,9,13,27,1009,cv,1.78,0,0
126,2011,6,5,10,12,28,1009,SE,1.79,0,0
142,2011,6,5,11,12,30,1008,SE,4.92,0,0
109,2011,6,5,12,10,31,1007,SE,8.94,0,0
43,2011,6,5,13,10,33,1006,SE,14.75,0,0
57,2011,6,5,14,10,33,1005,SE,20.56,0,0
90,2011,6,5,15,11,34,1004,SE,26.37,0,0
83,2011,6,5,16,11,33,1004,SE,31.29,0,0
60,2011,6,5,17,10,33,1003,SE,38.44,0,0
67,2011,6,5,18,10,31,1003,SE,43.36,0,0
67,2011,6,5,19,11,30,1004,SE,49.17,0,0
59,2011,6,5,20,12,30,1004,SE,53.19,0,0
64,2011,6,5,21,12,29,1004,SE,54.98,0,0
69,2011,6,5,22,14,26,1005,cv,0.89,0,0
67,2011,6,5,23,14,27,1004,SE,1.79,0,0
75,2011,6,6,0,14,25,1004,SE,3.58,0,0
65,2011,6,6,1,15,24,1003,SE,5.37,0,0
50,2011,6,6,2,15,23,1002,SE,7.16,0,0
41,2011,6,6,3,15,22,1002,NE,1.79,0,0
44,2011,6,6,4,15,22,1001,NE,3.58,0,0
74,2011,6,6,5,15,21,1001,SE,1.79,0,0
92,2011,6,6,6,16,21,1002,cv,0.89,0,0
103,2011,6,6,7,15,24,1002,cv,1.78,0,0
NA,2011,6,6,8,15,26,1001,cv,2.67,0,0
NA,2011,6,6,9,15,28,1001,cv,3.56,0,0
NA,2011,6,6,10,15,28,1001,SE,1.79,0,0
87,2011,6,6,11,15,28,1001,cv,0.89,0,0
85,2011,6,6,12,15,29,1000,cv,1.78,0,0
100,2011,6,6,13,13,29,1000,NW,1.79,0,1
100,2011,6,6,14,18,26,999,SE,1.79,0,2
93,2011,6,6,15,16,30,998,NW,3.13,0,0
86,2011,6,6,16,17,29,998,NW,6.26,0,0
91,2011,6,6,17,16,28,999,NW,11.18,0,0
99,2011,6,6,18,18,28,998,SE,3.13,0,0
114,2011,6,6,19,18,26,998,cv,0.89,0,0
123,2011,6,6,20,18,24,999,SE,1.79,0,0
145,2011,6,6,21,18,23,999,SE,3.58,0,0
163,2011,6,6,22,18,22,999,NE,1.79,0,0
170,2011,6,6,23,18,22,999,NE,3.58,0,0
163,2011,6,7,0,18,21,998,SE,1.79,0,0
166,2011,6,7,1,17,20,998,cv,0.89,0,0
167,2011,6,7,2,17,19,998,cv,1.78,0,0
201,2011,6,7,3,17,20,998,cv,2.67,0,0
201,2011,6,7,4,17,19,998,NE,0.89,0,0
204,2011,6,7,5,17,18,998,cv,0.89,0,0
217,2011,6,7,6,18,19,998,NW,0.89,0,0
206,2011,6,7,7,17,23,998,NW,2.68,0,0
241,2011,6,7,8,18,24,998,cv,0.89,0,0
237,2011,6,7,9,18,27,998,SE,1.79,0,0
231,2011,6,7,10,17,30,997,SE,3.58,0,0
177,2011,6,7,11,16,32,997,cv,0.89,0,0
160,2011,6,7,12,16,34,996,SE,3.13,0,0
152,2011,6,7,13,16,34,994,SE,8.05,0,0
102,2011,6,7,14,16,35,994,SE,13.86,0,0
66,2011,6,7,15,14,34,993,SE,18.78,0,0
69,2011,6,7,16,14,36,993,SE,22.8,0,0
69,2011,6,7,17,14,34,993,SE,25.93,0,0
82,2011,6,7,18,19,26,997,NW,17.88,0,2
37,2011,6,7,19,19,22,995,SE,3.13,0,0
47,2011,6,7,20,19,22,995,SE,4.92,0,1
55,2011,6,7,21,20,22,996,NE,1.79,0,0
58,2011,6,7,22,19,22,996,NE,3.58,0,0
59,2011,6,7,23,19,22,997,NE,4.47,0,0
66,2011,6,8,0,19,23,996,cv,4.02,0,0
61,2011,6,8,1,17,23,1000,NW,11.18,0,2
35,2011,6,8,2,17,19,998,NW,20.12,0,3
9,2011,6,8,3,16,19,995,NW,31.3,0,4
7,2011,6,8,4,16,19,996,NW,37.11,0,5
6,2011,6,8,5,16,19,997,NW,41.13,0,6
7,2011,6,8,6,17,19,998,cv,0.89,0,0
7,2011,6,8,7,17,19,998,cv,1.78,0,0
20,2011,6,8,8,18,23,999,NW,3.13,0,0
13,2011,6,8,9,16,26,999,NW,6.26,0,0
27,2011,6,8,10,15,28,999,NW,10.28,0,0
24,2011,6,8,11,14,30,999,NW,13.41,0,0
14,2011,6,8,12,13,31,999,NW,16.54,0,0
22,2011,6,8,13,14,33,999,cv,1.79,0,0
33,2011,6,8,14,15,32,999,SE,4.02,0,0
49,2011,6,8,15,14,33,998,SE,7.15,0,0
26,2011,6,8,16,15,33,998,SE,10.28,0,0
22,2011,6,8,17,15,31,998,SE,14.3,0,0
27,2011,6,8,18,16,30,998,SE,17.43,0,0
28,2011,6,8,19,17,29,999,SE,20.56,0,0
40,2011,6,8,20,18,27,1000,SE,24.58,0,0
29,2011,6,8,21,18,25,1001,SE,28.6,0,0
33,2011,6,8,22,19,24,1001,SE,31.73,0,0
47,2011,6,8,23,19,24,1002,SE,34.86,0,0
53,2011,6,9,0,19,23,1002,SE,36.65,0,0
86,2011,6,9,1,19,21,1003,SE,38.44,0,0
151,2011,6,9,2,19,20,1003,cv,0.89,0,0
210,2011,6,9,3,18,20,1004,SE,1.79,0,0
188,2011,6,9,4,18,19,1004,NW,0.89,0,0
176,2011,6,9,5,18,19,1004,NW,2.68,0,0
184,2011,6,9,6,19,21,1005,NE,0.89,0,0
190,2011,6,9,7,19,23,1005,cv,0.89,0,0
196,2011,6,9,8,19,24,1005,cv,1.78,0,0
189,2011,6,9,9,19,25,1005,cv,3.57,0,0
165,2011,6,9,10,19,27,1005,cv,4.46,0,0
152,2011,6,9,11,18,30,1004,SE,1.79,0,0
126,2011,6,9,12,17,30,1003,cv,0.89,0,0
111,2011,6,9,13,17,32,1002,SE,3.13,0,0
112,2011,6,9,14,16,32,1002,SE,6.26,0,0
106,2011,6,9,15,13,33,1001,SE,12.07,0,0
76,2011,6,9,16,15,32,1001,SE,16.09,0,0
67,2011,6,9,17,16,32,1000,SE,19.22,0,0
92,2011,6,9,18,13,31,1000,SE,24.14,0,0
62,2011,6,9,19,15,29,1000,SE,28.16,0,0
75,2011,6,9,20,15,29,1000,SE,31.29,0,0
96,2011,6,9,21,17,27,1000,SE,33.08,0,0
123,2011,6,9,22,18,25,1001,SE,34.87,0,0
119,2011,6,9,23,18,26,1001,SE,36.66,0,0
121,2011,6,10,0,18,25,1000,SE,38.45,0,0
121,2011,6,10,1,19,24,1000,SE,41.58,0,0
121,2011,6,10,2,19,23,1000,SE,45.6,0,0
108,2011,6,10,3,18,22,1000,cv,0.89,0,0
117,2011,6,10,4,19,22,1000,SE,1.79,0,0
176,2011,6,10,5,18,22,1000,SE,3.58,0,0
199,2011,6,10,6,18,23,1000,SE,7.6,0,0
185,2011,6,10,7,17,24,1001,cv,1.79,0,0
173,2011,6,10,8,17,25,1001,cv,2.68,0,0
172,2011,6,10,9,18,26,1000,cv,3.57,0,0
141,2011,6,10,10,18,28,1000,SE,1.79,0,0
130,2011,6,10,11,18,30,1000,SE,3.58,0,0
132,2011,6,10,12,16,32,999,cv,1.79,0,0
117,2011,6,10,13,14,34,998,SE,5.81,0,0
91,2011,6,10,14,13,35,997,SE,12.96,0,0
83,2011,6,10,15,12,35,997,SE,20.11,0,0
71,2011,6,10,16,13,35,996,SE,25.92,0,0
80,2011,6,10,17,12,33,997,SE,31.73,0,0
92,2011,6,10,18,13,33,997,SE,36.65,0,0
80,2011,6,10,19,15,25,1001,NE,7.15,0,0
48,2011,6,10,20,16,23,1002,NE,12.96,0,1
64,2011,6,10,21,17,23,1003,NE,14.75,0,2
74,2011,6,10,22,18,22,1003,NE,17.88,0,0
84,2011,6,10,23,18,21,1003,SE,4.02,0,0
96,2011,6,11,0,18,21,1004,SE,7.15,0,0
122,2011,6,11,1,18,20,1004,SE,10.28,0,0
53,2011,6,11,2,18,20,1003,SE,12.07,0,0
52,2011,6,11,3,18,19,1003,SE,13.86,0,0
57,2011,6,11,4,17,20,1003,cv,0.89,0,0
87,2011,6,11,5,18,19,1003,cv,1.78,0,0
95,2011,6,11,6,18,20,1004,SE,1.79,0,0
109,2011,6,11,7,17,21,1004,cv,0.89,0,0
96,2011,6,11,8,18,22,1004,cv,1.78,0,0
91,2011,6,11,9,18,24,1005,cv,3.57,0,0
82,2011,6,11,10,18,26,1004,cv,5.36,0,0
73,2011,6,11,11,18,27,1004,cv,6.25,0,0
81,2011,6,11,12,18,27,1003,SE,3.13,0,0
67,2011,6,11,13,17,28,1002,SE,4.92,0,0
74,2011,6,11,14,16,29,1001,cv,3.13,0,0
85,2011,6,11,15,17,29,1000,SE,5.81,0,0
29,2011,6,11,16,15,22,1002,SE,12.96,0,0
25,2011,6,11,17,14,22,1002,SE,16.09,0,0
39,2011,6,11,18,15,22,1003,cv,0.89,0,0
27,2011,6,11,19,15,22,1004,SE,1.79,0,0
33,2011,6,11,20,16,21,1005,cv,0.89,0,0
43,2011,6,11,21,16,21,1005,cv,1.78,0,0
55,2011,6,11,22,16,21,1006,NE,1.79,0,0
48,2011,6,11,23,14,22,1007,NW,4.02,0,1
20,2011,6,12,0,13,21,1007,NW,8.04,0,0
16,2011,6,12,1,13,20,1007,NW,9.83,0,0
18,2011,6,12,2,14,18,1006,NE,0.89,0,0
14,2011,6,12,3,14,18,1006,NW,1.79,0,0
12,2011,6,12,4,13,19,1006,NW,2.68,0,0
18,2011,6,12,5,15,17,1007,cv,0.89,0,0
10,2011,6,12,6,15,19,1007,NE,0.89,0,0
19,2011,6,12,7,13,23,1008,NW,1.79,0,0
15,2011,6,12,8,13,24,1008,NW,4.92,0,0
12,2011,6,12,9,13,26,1008,NW,8.05,0,0
11,2011,6,12,10,10,29,1007,NW,12.07,0,0
10,2011,6,12,11,10,30,1007,NW,15.2,0,0
11,2011,6,12,12,9,32,1007,NW,18.33,0,0
13,2011,6,12,13,9,32,1006,NW,22.35,0,0
22,2011,6,12,14,9,33,1005,cv,3.13,0,0
15,2011,6,12,15,9,35,1004,cv,4.92,0,0
14,2011,6,12,16,8,34,1004,cv,5.81,0,0
17,2011,6,12,17,10,33,1003,SE,3.13,0,0
46,2011,6,12,18,12,31,1004,SE,6.26,0,0
48,2011,6,12,19,12,30,1004,SE,11.18,0,0
49,2011,6,12,20,12,29,1005,SE,14.31,0,0
39,2011,6,12,21,13,27,1006,SE,17.44,0,0
34,2011,6,12,22,16,25,1006,SE,20.57,0,0
45,2011,6,12,23,16,23,1006,NE,3.13,0,0
52,2011,6,13,0,16,23,1006,SE,3.13,0,0
63,2011,6,13,1,16,23,1006,SE,4.92,0,0
79,2011,6,13,2,17,21,1007,cv,0.89,0,0
85,2011,6,13,3,17,20,1007,cv,1.78,0,0
95,2011,6,13,4,17,19,1007,SE,1.79,0,0
96,2011,6,13,5,17,19,1007,cv,0.89,0,0
98,2011,6,13,6,17,20,1008,cv,1.78,0,0
117,2011,6,13,7,17,23,1008,SE,1.79,0,0
119,2011,6,13,8,17,23,1008,SE,3.58,0,0
103,2011,6,13,9,17,26,1008,SE,5.37,0,0
98,2011,6,13,10,18,27,1007,cv,1.79,0,0
96,2011,6,13,11,17,29,1007,SE,3.13,0,0
98,2011,6,13,12,17,29,1007,SE,6.26,0,0
95,2011,6,13,13,16,31,1006,SE,9.39,0,0
88,2011,6,13,14,15,32,1005,cv,1.79,0,0
83,2011,6,13,15,14,34,1004,SE,3.13,0,0
69,2011,6,13,16,14,34,1004,SE,6.26,0,0
65,2011,6,13,17,13,34,1003,SE,9.39,0,0
63,2011,6,13,18,15,32,1002,SE,13.41,0,0
45,2011,6,13,19,16,31,1003,SE,16.54,0,0
70,2011,6,13,20,17,28,1003,SE,18.33,0,0
63,2011,6,13,21,19,28,1004,SE,22.35,0,0
116,2011,6,13,22,19,26,1005,SE,24.14,0,0
127,2011,6,13,23,19,25,1004,SE,27.27,0,0
132,2011,6,14,0,18,25,1004,SE,31.29,0,0
147,2011,6,14,1,17,23,1004,SE,34.42,0,0
156,2011,6,14,2,17,23,1004,SE,37.55,0,0
125,2011,6,14,3,16,22,1004,cv,0.89,0,0
100,2011,6,14,4,16,22,1004,cv,1.78,0,0
93,2011,6,14,5,16,21,1004,SE,1.79,0,0
94,2011,6,14,6,16,22,1004,SE,3.58,0,0
94,2011,6,14,7,16,24,1004,SE,5.37,0,0
133,2011,6,14,8,16,26,1004,SE,7.16,0,0
153,2011,6,14,9,16,28,1004,SE,8.95,0,0
187,2011,6,14,10,16,30,1004,cv,1.79,0,0
195,2011,6,14,11,16,31,1003,SE,3.13,0,0
205,2011,6,14,12,17,31,1003,SE,7.15,0,0
234,2011,6,14,13,17,33,1002,SE,11.17,0,0
236,2011,6,14,14,17,34,1001,SE,18.32,0,0
231,2011,6,14,15,17,34,1000,SE,24.13,0,0
220,2011,6,14,16,19,34,1000,SE,29.94,0,0
175,2011,6,14,17,15,33,1000,SE,35.75,0,0
146,2011,6,14,18,14,32,1000,SE,38.88,0,1
151,2011,6,14,19,17,31,1001,cv,0.89,0,2
141,2011,6,14,20,16,27,1002,SE,4.02,0,3
142,2011,6,14,21,20,23,1003,NW,4.92,0,5
123,2011,6,14,22,19,23,1003,NW,8.05,0,0
78,2011,6,14,23,19,23,1003,NW,12.07,0,0
54,2011,6,15,0,20,22,1002,NE,1.79,0,0
71,2011,6,15,1,20,22,1002,SE,1.79,0,0
106,2011,6,15,2,19,21,1002,cv,0.89,0,0
128,2011,6,15,3,19,21,1001,cv,1.78,0,0
124,2011,6,15,4,19,21,1002,SE,0.89,0,0
135,2011,6,15,5,19,21,1002,cv,0.89,0,0
167,2011,6,15,6,20,21,1003,cv,1.78,0,0
165,2011,6,15,7,19,23,1003,cv,2.67,0,0
171,2011,6,15,8,19,24,1003,SE,1.79,0,0
170,2011,6,15,9,20,25,1003,SE,4.92,0,0
156,2011,6,15,10,20,27,1003,SE,8.05,0,0
167,2011,6,15,11,20,29,1003,SE,11.18,0,0
175,2011,6,15,12,21,30,1003,SE,14.31,0,0
164,2011,6,15,13,20,31,1002,SE,20.12,0,0
153,2011,6,15,14,20,30,1001,SE,25.93,0,0
152,2011,6,15,15,20,29,1001,SE,31.74,0,0
158,2011,6,15,16,20,29,1001,SE,35.76,0,1
144,2011,6,15,17,18,29,1001,SE,39.78,0,0
142,2011,6,15,18,15,28,1001,SE,42.91,0,1
135,2011,6,15,19,19,21,1004,NE,5.81,0,2
165,2011,6,15,20,18,21,1003,SE,4.02,0,0
198,2011,6,15,21,17,22,1004,cv,0.89,0,0
195,2011,6,15,22,17,22,1005,cv,1.78,0,0
138,2011,6,15,23,18,21,1005,cv,2.67,0,1
154,2011,6,16,0,18,21,1004,NW,1.79,0,2
192,2011,6,16,1,19,21,1005,NW,4.92,0,3
177,2011,6,16,2,16,21,1005,NW,10.73,0,0
120,2011,6,16,3,16,21,1005,NW,14.75,0,0
96,2011,6,16,4,17,20,1006,cv,0.89,0,0
80,2011,6,16,5,17,18,1006,cv,1.78,0,0
91,2011,6,16,6,17,18,1006,NW,1.79,0,0
76,2011,6,16,7,17,19,1006,cv,0.89,0,0
69,2011,6,16,8,17,20,1007,cv,1.78,0,0
69,2011,6,16,9,17,20,1007,cv,2.67,0,0
80,2011,6,16,10,16,21,1007,SE,1.79,0,0
95,2011,6,16,11,17,22,1007,NE,3.13,0,0
95,2011,6,16,12,17,22,1006,SE,3.13,0,0
97,2011,6,16,13,17,23,1006,SE,6.26,0,0
124,2011,6,16,14,18,23,1005,SE,8.05,0,0
140,2011,6,16,15,18,24,1005,SE,11.18,0,0
123,2011,6,16,16,18,23,1005,SE,14.31,0,0
139,2011,6,16,17,18,23,1005,SE,16.1,0,0
144,2011,6,16,18,17,23,1006,SE,16.99,0,0
135,2011,6,16,19,18,22,1006,cv,0.89,0,0
137,2011,6,16,20,18,23,1007,SE,1.79,0,0
113,2011,6,16,21,17,22,1007,SE,4.92,0,0
117,2011,6,16,22,17,22,1008,cv,0.89,0,0
114,2011,6,16,23,17,21,1008,SE,3.13,0,0
115,2011,6,17,0,17,21,1008,SE,6.26,0,0
134,2011,6,17,1,17,21,1008,SE,9.39,0,0
134,2011,6,17,2,17,21,1008,SE,11.18,0,0
125,2011,6,17,3,17,21,1008,cv,0.89,0,0
106,2011,6,17,4,17,21,1008,cv,1.78,0,0
121,2011,6,17,5,18,20,1009,cv,2.23,0,0
110,2011,6,17,6,18,21,1009,NW,3.13,0,0
115,2011,6,17,7,18,22,1009,NW,4.92,0,0
102,2011,6,17,8,17,24,1009,cv,0.89,0,0
88,2011,6,17,9,17,24,1009,cv,1.78,0,0
87,2011,6,17,10,18,25,1009,cv,2.67,0,0
85,2011,6,17,11,18,26,1009,cv,4.46,0,0
88,2011,6,17,12,18,28,1008,cv,6.25,0,0
85,2011,6,17,13,19,29,1008,SE,1.79,0,0
80,2011,6,17,14,18,29,1007,cv,3.13,0,0
67,2011,6,17,15,18,30,1007,SE,3.13,0,0
66,2011,6,17,16,16,30,1006,cv,1.79,0,0
69,2011,6,17,17,18,30,1006,SE,4.02,0,0
79,2011,6,17,18,19,29,1006,SE,8.04,0,0
89,2011,6,17,19,19,27,1006,SE,11.17,0,0
87,2011,6,17,20,19,25,1007,SE,12.96,0,0
104,2011,6,17,21,19,24,1007,SE,14.75,0,0
135,2011,6,17,22,19,24,1008,SE,15.64,0,0
142,2011,6,17,23,19,23,1008,SE,17.43,0,0
151,2011,6,18,0,19,22,1008,SE,18.32,0,0
179,2011,6,18,1,19,21,1008,cv,0.89,0,0
190,2011,6,18,2,19,21,1008,SE,1.79,0,0
194,2011,6,18,3,19,21,1007,cv,0.89,0,0
212,2011,6,18,4,19,20,1008,cv,1.78,0,0
257,2011,6,18,5,19,20,1008,NE,0.89,0,0
244,2011,6,18,6,19,20,1008,NE,1.78,0,0
257,2011,6,18,7,20,23,1008,cv,0.45,0,0
227,2011,6,18,8,21,24,1007,cv,1.34,0,0
198,2011,6,18,9,20,26,1007,cv,2.23,0,0
180,2011,6,18,10,20,28,1007,cv,3.12,0,0
154,2011,6,18,11,19,30,1007,cv,4.01,0,0
132,2011,6,18,12,20,31,1007,NE,1.79,0,0
106,2011,6,18,13,19,32,1006,SE,3.13,0,0
95,2011,6,18,14,19,33,1005,cv,1.79,0,0
101,2011,6,18,15,15,33,1005,SE,4.02,0,0
110,2011,6,18,16,15,33,1005,SE,8.04,0,0
99,2011,6,18,17,18,33,1004,SE,12.06,0,0
113,2011,6,18,18,20,31,1004,SE,16.98,0,0
147,2011,6,18,19,19,30,1005,SE,20.11,0,0
269,2011,6,18,20,20,27,1006,SE,25.03,0,0
285,2011,6,18,21,20,26,1006,SE,29.95,0,0
245,2011,6,18,22,21,25,1007,SE,33.97,0,0
237,2011,6,18,23,20,23,1008,SE,35.76,0,0
221,2011,6,19,0,20,22,1008,SE,37.55,0,0
221,2011,6,19,1,20,22,1008,SE,39.34,0,0
201,2011,6,19,2,19,21,1008,SE,42.47,0,0
195,2011,6,19,3,19,21,1008,SE,44.26,0,0
205,2011,6,19,4,19,20,1008,cv,0.89,0,0
242,2011,6,19,5,19,20,1008,cv,1.78,0,0
235,2011,6,19,6,20,21,1008,SE,0.89,0,0
209,2011,6,19,7,20,21,1009,cv,0.89,0,0
199,2011,6,19,8,20,23,1009,cv,1.78,0,0
198,2011,6,19,9,21,25,1008,cv,2.67,0,0
205,2011,6,19,10,20,26,1008,cv,3.56,0,0
207,2011,6,19,11,21,27,1007,SE,1.79,0,0
201,2011,6,19,12,20,29,1007,cv,1.79,0,0
182,2011,6,19,13,21,30,1006,cv,3.58,0,0
167,2011,6,19,14,20,31,1005,SE,1.79,0,0
161,2011,6,19,15,20,31,1005,SE,4.92,0,0
167,2011,6,19,16,20,31,1005,SE,8.94,0,0
155,2011,6,19,17,20,32,1004,SE,12.07,0,0
149,2011,6,19,18,19,31,1004,SE,16.09,0,0
158,2011,6,19,19,19,29,1005,SE,20.11,0,0
203,2011,6,19,20,19,28,1005,SE,24.13,0,0
209,2011,6,19,21,18,26,1006,SE,28.15,0,0
206,2011,6,19,22,18,25,1006,SE,32.17,0,0
217,2011,6,19,23,17,24,1006,SE,33.96,0,0
222,2011,6,20,0,18,23,1006,SE,34.85,0,0
236,2011,6,20,1,17,23,1006,SE,36.64,0,0
207,2011,6,20,2,18,23,1006,SE,38.43,0,0
254,2011,6,20,3,18,22,1006,cv,0.89,0,0
205,2011,6,20,4,18,22,1006,cv,1.78,0,0
230,2011,6,20,5,18,20,1006,NE,0.89,0,0
214,2011,6,20,6,19,21,1006,cv,0.89,0,0
187,2011,6,20,7,19,23,1006,cv,1.78,0,0
192,2011,6,20,8,20,24,1006,cv,2.67,0,0
184,2011,6,20,9,20,25,1006,cv,3.56,0,0
174,2011,6,20,10,20,26,1006,SE,1.79,0,0
185,2011,6,20,11,20,29,1005,cv,0.89,0,0
173,2011,6,20,12,19,30,1004,cv,2.68,0,0
158,2011,6,20,13,20,31,1003,SE,1.79,0,0
165,2011,6,20,14,21,32,1003,SE,4.92,0,0
134,2011,6,20,15,20,34,1002,SE,8.05,0,0
104,2011,6,20,16,15,35,1002,SE,13.86,0,0
120,2011,6,20,17,15,34,1001,SE,18.78,0,0
