pm2.5,dew_point,temperature,pressure,wind_direction,wind_speed,hours,rain_hours
171,26,29,1007,SE,0.89,0,0
195,25,29,1007,SE,1.78,0,0
174,26,28,1006,SE,3.57,0,0
178,25,28,1007,SE,5.36,0,0
193,24,28,1006,SE,7.15,0,0
196,24,27,1006,SE,8.94,0,0
220,24,27,1006,SE,10.73,0,0
208,24,27,1006,SE,12.52,0,0
225,24,26,1006,SE,13.41,0,0
224,24,26,1006,SE,15.2,0,0
243,25,27,1006,SE,16.09,0,0
230,25,29,1006,SE,17.88,0,0
210,25,31,1006,cv,0.89,0,0
201,26,31,1005,SE,3.13,0,0
199,25,33,1005,SE,7.15,0,0
176,24,34,1005,SE,11.17,0,0
192,23,34,1004,SE,16.09,0,0
189,22,34,1004,SE,21.01,0,0
173,22,35,1003,SE,26.82,0,0
171,23,35,1003,SE,32.63,0,0
161,22,34,1002,SE,37.55,0,0
148,23,33,1002,SE,42.47,0,0
140,23,32,1002,SE,45.6,0,0
130,23,31,1002,SE,47.39,0,0
126,23,30,1003,SE,52.31,0,0
139,23,30,1002,SE,55.44,0,0
138,24,29,1002,SE,57.23,0,0
152,24,29,1002,SE,60.36,0,0
150,24,28,1002,SE,63.49,0,0
157,24,28,1001,SE,65.28,0,0
147,24,26,1001,SE,68.41,0,0
154,24,27,1001,SE,71.54,0,0
185,24,26,1002,SE,73.33,0,0
189,24,26,1002,SE,75.12,0,0
198,24,27,1002,SE,76.91,0,0
179,24,28,1002,SE,80.04,0,0
180,25,29,1002,SE,81.83,0,0
180,25,30,1001,SE,83.62,0,0
178,25,32,1001,SE,85.41,0,0
181,24,34,1000,SE,89.43,0,0
177,23,34,999,cv,3.13,0,0
165,23,36,998,SE,4.02,0,0
198,22,36,997,SE,8.04,0,0
193,23,35,997,SE,12.06,0,0
183,23,35,996,SE,16.98,0,0
189,24,34,996,SE,21,0,0
184,24,32,997,SE,22.79,0,0
194,24,32,997,SE,25.92,0,0
169,24,31,997,SE,27.71,0,0
172,25,30,997,SE,29.5,0,0
188,25,29,997,SE,32.63,0,0
159,25,29,997,SE,35.76,0,0
151,25,29,996,SE,38.89,0,0
149,25,29,996,SE,40.68,0,0
151,25,28,996,SE,43.81,0,0
131,25,28,996,SE,45.6,0,0
142,25,27,996,SE,47.39,0,0
149,25,27,997,SE,49.18,0,0
155,25,28,997,SE,50.97,0,0
156,26,29,997,SE,52.76,0,0
169,25,30,997,cv,1.79,0,0
171,26,31,996,SE,1.79,0,0
192,26,31,997,SE,4.92,0,0
215,26,32,996,SE,8.05,0,0
204,27,33,996,SE,11.18,0,0
178,27,33,995,SE,14.31,0,0
197,27,33,995,SE,18.33,0,0
210,27,33,994,SE,21.46,0,0
244,28,32,995,NE,3.13,0,0
278,27,32,996,NE,7.15,0,0
257,27,31,997,SE,1.79,0,1
277,28,30,996,SE,3.58,0,2
276,28,30,997,NW,1.79,0,3
246,27,30,997,cv,0.89,0,0
285,27,30,997,SE,4.02,0,0
246,26,29,998,SE,8.94,0,0
230,25,27,998,SE,12.96,0,0
224,24,27,998,SE,16.98,0,0
210,24,27,998,SE,20.11,0,0
216,23,26,998,SE,23.24,0,0
199,23,26,999,SE,25.03,0,0
179,24,26,1000,NE,1.79,0,0
190,24,26,1000,SE,4.02,0,0
206,25,26,1000,cv,0.89,0,1
215,25,26,1000,NW,0.89,0,2
204,25,27,1000,NE,0.89,0,0
229,25,27,1000,SE,0.89,0,0
219,26,28,1000,NE,0.89,0,0
227,26,28,999,cv,0.89,0,0
192,26,29,999,SE,1.79,0,0
240,26,29,999,SE,3.58,0,0
280,26,30,998,SE,5.37,0,0
302,26,30,997,SE,7.16,0,0
267,27,30,998,NE,1.79,0,0
205,26,29,998,cv,0.89,0,0
188,26,29,998,cv,1.78,0,0
165,26,29,999,NE,0.89,0,0
170,26,29,999,NE,1.78,0,0
155,26,29,999,NE,3.57,0,0
185,26,28,999,cv,0.89,0,0
201,26,28,998,cv,1.78,0,0
197,26,28,998,NW,1.79,0,0
201,26,27,997,cv,0.89,0,0
208,26,28,997,cv,1.78,0,0
242,26,28,997,cv,2.23,0,0
259,27,28,998,NW,1.79,0,0
234,27,28,998,cv,0.89,0,0
248,28,29,998,cv,1.78,0,0
281,28,30,999,cv,2.67,0,0
306,24,28,999,NE,5.81,0,1
182,23,28,1000,NE,9.83,0,2
46,24,30,1000,NE,15.64,0,0
22,24,31,1000,NE,22.79,0,0
22,21,31,1000,NE,29.94,0,0
20,20,32,1000,NE,35.75,0,0
21,19,31,1001,NE,41.56,0,0
18,18,31,1001,NE,47.37,0,0
18,16,30,1001,NE,53.18,0,0
13,15,29,1003,NE,57.2,0,0
13,16,28,1004,NW,3.13,0,1
13,17,28,1005,cv,0.89,0,2
30,19,26,1005,SE,1.79,0,0
34,21,26,1005,SE,3.58,0,0
44,22,25,1006,SE,5.37,0,0
22,21,26,1006,SE,7.16,0,1
35,22,25,1006,SE,8.05,0,0
53,22,24,1006,SE,9.84,0,1
46,22,24,1006,SE,10.73,0,0
48,21,24,1007,SE,12.52,0,0
33,22,24,1008,cv,0.45,0,0
45,22,25,1009,cv,1.34,0,0
53,22,25,1009,NE,1.79,0,0
57,21,27,1010,NW,1.79,0,0
66,20,28,1010,NW,3.58,0,0
45,20,30,1010,cv,0.89,0,0
47,16,31,1009,cv,2.68,0,0
49,14,31,1009,SE,4.02,0,0
27,13,31,1009,SE,8.04,0,0
30,12,30,1009,SE,12.06,0,0
26,13,31,1008,SE,16.98,0,0
22,13,31,1008,SE,20.11,0,0
25,14,29,1008,SE,23.24,0,0
28,16,27,1008,SE,26.37,0,0
23,16,26,1009,SE,28.16,0,0
37,17,25,1009,SE,29.95,0,0
66,18,24,1010,SE,31.74,0,0
70,18,24,1010,SE,33.53,0,0
85,18,23,1010,SE,35.32,0,0
105,19,23,1010,SE,37.11,0,0
78,18,23,1010,cv,0.89,0,0
64,19,23,1010,NE,0.89,0,0
38,18,22,1010,NE,1.78,0,0
41,18,22,1010,NE,2.67,0,0
91,18,23,1010,cv,0.89,0,0
90,18,23,1010,cv,1.78,0,0
100,18,24,1011,cv,2.67,0,0
114,17,25,1011,cv,3.56,0,0
117,17,27,1010,cv,4.45,0,0
90,16,28,1010,cv,5.34,0,0
100,16,29,1009,SE,1.79,0,0
71,15,30,1008,cv,1.79,0,0
65,14,31,1007,SE,1.79,0,0
44,13,32,1006,cv,0.89,0,0
36,14,31,1006,SE,3.13,0,0
29,14,31,1005,SE,6.26,0,0
38,13,30,1005,SE,10.28,0,0
41,14,28,1005,SE,13.41,0,0
48,15,27,1005,SE,15.2,0,0
50,16,25,1006,SE,16.99,0,0
52,16,25,1005,SE,18.78,0,0
64,16,24,1005,SE,20.57,0,0
74,16,25,1005,SE,22.36,0,0
71,17,23,1004,SE,24.15,0,0
83,18,23,1004,SE,27.28,0,0
94,18,23,1003,SE,29.07,0,0
85,18,23,1003,SE,30.86,0,0
96,17,23,1003,SE,32.65,0,0
154,18,22,1003,NE,1.79,0,0
121,18,23,1004,NE,3.58,0,0
142,18,23,1004,SE,1.79,0,0
179,18,24,1004,cv,0.89,0,0
184,19,25,1004,NW,3.13,0,0
166,19,26,1003,NW,4.92,0,0
163,18,27,1002,NE,1.79,0,0
144,19,28,1002,SE,1.79,0,0
139,19,30,1001,cv,0.89,0,0
161,19,29,1001,SE,1.79,0,0
165,20,29,1001,SE,3.58,0,0
174,20,29,1000,SE,5.37,0,0
195,21,28,1001,SE,7.16,0,0
176,21,28,1001,SE,8.95,0,0
171,21,27,1002,cv,0.89,0,0
174,21,27,1002,NE,0.89,0,0
199,21,26,1002,cv,0.89,0,0
198,21,26,1002,cv,1.78,0,0
198,21,26,1002,NE,0.89,0,0
202,21,25,1002,NE,1.78,0,0
199,21,26,1001,NE,3.57,0,0
202,21,25,1001,NE,4.46,0,0
178,21,25,1002,cv,0.45,0,0
203,22,25,1002,NE,0.89,0,0
178,22,24,1002,cv,0.89,0,1
155,22,24,1002,cv,1.78,0,0
159,22,25,1003,cv,2.67,0,0
170,22,25,1003,NE,0.89,0,0
205,22,25,1004,cv,0.45,0,0
202,22,26,1004,NW,4.02,0,1
137,22,25,1004,NW,9.83,0,2
86,22,23,1004,NW,13.85,0,0
69,22,24,1004,NW,17.87,0,1
35,22,23,1004,NW,22.79,0,2
35,22,24,1003,NW,27.71,0,3
41,21,24,1003,NW,32.63,0,0
33,21,25,1003,NW,35.76,0,0
36,21,24,1003,NW,38.89,0,0
38,21,24,1004,NW,42.91,0,0
41,20,24,1004,NW,46.04,0,0
37,20,24,1004,NW,47.83,0,0
43,20,24,1004,NE,3.13,0,0
45,20,24,1004,NE,4.92,0,0
36,20,23,1003,NE,6.71,0,0
28,20,23,1003,NW,3.13,0,0
19,20,23,1003,NW,6.26,0,0
31,20,23,1004,NW,9.39,0,0
35,20,23,1004,NW,13.41,0,0
32,20,23,1005,NW,16.54,0,0
28,20,24,1006,NW,19.67,0,0
33,20,25,1006,NW,22.8,0,0
24,11,30,1007,NW,30.85,0,0
23,10,30,1008,NW,40.68,0,0
15,9,28,1009,NW,51.86,0,0
13,10,30,1009,NW,59.91,0,0
30,10,30,1009,NW,67.96,0,0
11,10,31,1009,NW,73.77,0,0
13,10,32,1009,NW,79.58,0,0
16,9,31,1010,NW,85.39,0,0
24,8,31,1010,NW,94.33,0,0
20,8,30,1010,NW,101.48,0,0
9,8,29,1011,NW,108.63,0,0
18,8,27,1012,NW,114.44,0,0
12,10,25,1013,NW,118.46,0,0
12,8,25,1014,NW,123.38,0,0
11,8,25,1014,NW,128.3,0,0
11,9,24,1014,NW,132.32,0,0
12,9,23,1014,NW,135.45,0,0
10,12,18,1014,NW,138.58,0,0
15,12,18,1015,NW,140.37,0,0
16,13,18,1015,NW,142.16,0,0
14,13,16,1016,NW,145.29,0,0
13,14,18,1016,NW,148.42,0,0
25,13,21,1017,NW,152.44,0,0
21,13,23,1017,NW,155.57,0,0
23,13,25,1017,NW,159.59,0,0
16,12,27,1017,NE,4.02,0,0
12,11,28,1017,NE,7.15,0,0
10,11,29,1016,SE,3.13,0,0
11,12,29,1016,SE,6.26,0,0
18,12,30,1015,SE,9.39,0,0
18,12,30,1015,SE,12.52,0,0
16,11,31,1014,SE,14.31,0,0
20,14,29,1014,SE,16.1,0,0
19,15,28,1013,SE,19.23,0,0
18,15,26,1014,SE,21.02,0,0
27,17,25,1014,SE,24.15,0,0
46,16,24,1015,SE,27.28,0,0
38,17,23,1015,SE,29.07,0,0
48,17,23,1015,SE,30.86,0,0
62,17,22,1015,SE,32.65,0,0
65,17,22,1015,cv,0.89,0,0
78,17,22,1014,cv,1.78,0,0
85,17,21,1013,cv,2.67,0,0
76,17,22,1013,cv,3.56,0,0
79,17,21,1013,cv,4.45,0,0
92,18,21,1013,SE,0.89,0,0
105,18,22,1013,cv,0.89,0,0
90,18,23,1013,SE,1.79,0,0
108,18,24,1013,SE,3.58,0,0
105,20,26,1012,SE,5.37,0,0
106,20,27,1012,SE,8.5,0,0
106,20,27,1011,SE,11.63,0,0
107,20,28,1010,SE,15.65,0,0
119,20,29,1009,SE,19.67,0,0
108,21,28,1008,SE,23.69,0,0
101,20,28,1008,SE,28.61,0,0
91,19,27,1007,SE,33.53,0,0
38,17,27,1007,SE,37.55,0,0
39,15,26,1008,SE,41.57,0,0
42,15,25,1008,SE,44.7,0,0
39,16,25,1009,SE,47.83,0,1
38,18,23,1009,NE,0.89,0,2
38,18,22,1008,cv,0.89,0,3
45,19,22,1007,NW,3.13,0,4
40,19,20,1006,cv,0.89,0,5
44,19,21,1006,NW,3.13,0,6
44,19,21,1005,cv,0.45,0,7
55,19,21,1005,cv,1.34,0,0
62,19,21,1005,cv,2.23,0,0
63,19,21,1005,cv,2.68,0,0
56,19,21,1005,NW,3.13,0,0
68,19,23,1005,NW,7.15,0,0
57,19,23,1005,NW,10.28,0,0
71,19,26,1004,NW,12.07,0,0
66,19,27,1004,cv,0.89,0,0
75,19,28,1004,SE,3.13,0,0
81,19,30,1003,SE,4.92,0,0
98,20,31,1003,SE,6.71,0,0
114,20,32,1003,SE,8.5,0,0
119,21,32,1002,SE,10.29,0,0
125,21,30,1002,SE,14.31,0,0
115,22,29,1002,SE,17.44,0,0
124,22,27,1002,SE,20.57,0,0
141,22,26,1003,SE,23.7,0,0
157,22,26,1004,SE,25.49,0,0
187,23,26,1004,SE,28.62,0,0
221,22,26,1005,cv,0.89,0,0
221,23,25,1005,NE,1.79,0,0
221,22,25,1005,cv,0.89,0,0
218,23,25,1003,NE,3.13,0,0
231,22,24,1003,cv,0.89,0,0
231,22,25,1003,NW,3.13,0,0
231,22,24,1002,SE,1.79,0,0
208,22,24,1003,cv,0.89,0,0
211,23,25,1004,cv,1.78,0,0
255,23,25,1004,SE,1.79,0,0
258,22,26,1004,SE,3.58,0,0
246,23,27,1004,SE,5.37,0,0
239,23,29,1005,cv,1.79,0,0
207,22,29,1005,SE,1.79,0,0
224,22,31,1004,SE,3.58,0,0
245,22,31,1003,SE,6.71,0,0
221,22,31,1003,SE,8.5,0,0
208,22,31,1003,SE,11.63,0,0
209,22,31,1003,SE,14.76,0,0
224,22,30,1003,SE,17.89,0,0
270,22,29,1003,SE,21.02,0,0
271,23,28,1004,cv,0.89,0,0
297,23,27,1005,SE,1.79,0,0
275,23,26,1006,cv,0.89,0,0
295,23,27,1006,SE,1.79,0,0
336,24,26,1006,SE,2.68,0,0
360,23,26,1006,NE,1.79,0,0
263,24,26,1006,cv,0.89,0,0
271,23,25,1006,NE,1.79,0,0
284,20,24,1006,NW,3.13,0,0
145,17,24,1006,NW,4.92,0,0
123,15,23,1007,NW,8.05,0,0
65,14,24,1007,NW,12.07,0,0
32,13,25,1008,NW,16.99,0,0
34,12,26,1008,NW,21.01,0,0
45,11,28,1007,NE,4.02,0,0
17,12,30,1007,SE,1.79,0,0
40,14,31,1007,cv,0.89,0,0
60,18,32,1007,SE,3.13,0,0
83,20,33,1006,SE,6.26,0,0
110,20,33,1006,SE,8.05,0,0
121,20,32,1005,SE,11.18,0,0
155,21,30,1005,SE,16.1,0,0
168,21,29,1005,SE,19.23,0,0
154,21,27,1005,SE,23.25,0,0
160,21,27,1006,SE,26.38,0,0
175,22,26,1006,SE,28.17,0,0
172,23,26,1006,SE,29.96,0,0
183,23,26,1006,SE,31.75,0,0
182,23,25,1007,cv,0.89,0,0
194,23,25,1006,SE,1.79,0,0
132,23,25,1006,SE,3.58,0,0
141,23,24,1006,SE,5.37,0,0
122,23,24,1005,SE,7.16,0,0
101,22,24,1005,SE,8.95,0,0
100,22,24,1005,SE,10.74,0,0
92,22,25,1006,SE,12.53,0,0
94,23,25,1006,SE,14.32,0,0
120,23,26,1005,SE,17.45,0,0
166,23,26,1006,SE,20.58,0,1
223,23,26,1005,SE,23.71,0,0
181,23,26,1005,SE,27.73,0,1
128,23,26,1005,SE,31.75,0,2
117,22,26,1005,SE,35.77,0,0
97,22,27,1004,SE,38.9,0,1
96,21,27,1004,SE,42.92,0,0
79,21,26,1004,SE,46.94,0,0
61,21,26,1004,SE,50.96,0,1
66,21,25,1004,SE,54.09,0,0
69,20,25,1004,SE,57.22,0,0
76,20,25,1004,cv,1.79,0,0
81,20,24,1004,SE,1.79,0,0
70,20,23,1004,SE,3.58,0,0
83,20,22,1004,SE,5.37,0,0
81,20,22,1003,cv,0.89,0,0
74,20,21,1003,cv,1.34,0,0
70,19,21,1003,NE,0.89,0,0
74,20,21,1003,cv,0.45,0,0
94,20,21,1003,SE,0.89,0,0
111,20,21,1002,NW,1.79,0,0
115,21,22,1002,cv,0.45,0,0
117,22,24,1002,NE,1.79,0,0
110,21,27,1002,cv,0.89,0,0
96,20,28,1002,NW,1.79,0,0
93,21,29,1001,cv,0.89,0,0
113,22,31,1001,cv,1.78,0,0
111,21,33,1001,SE,1.79,0,0
115,21,33,1000,cv,1.79,0,0
105,21,33,999,SE,1.79,0,0
94,22,33,998,SE,5.81,0,0
99,21,32,998,SE,9.83,0,0
71,22,31,998,SE,13.85,0,0
53,23,29,999,SE,16.98,0,0
47,23,27,1000,SE,18.77,0,0
83,23,27,1001,SE,20.56,0,0
96,24,27,1002,cv,0.89,0,0
111,24,27,1001,SE,3.13,0,0
100,24,27,1001,SE,6.26,0,0
84,24,27,1001,SE,8.05,0,0
88,24,26,1000,SE,9.84,0,0
79,24,26,1000,SE,11.63,0,0
75,24,26,1000,SE,13.42,0,0
88,24,26,1000,SE,15.21,0,0
87,24,26,1001,SE,16.1,0,0
96,24,26,1001,NE,0.89,0,0
96,24,26,1002,SE,0.89,0,0
132,24,27,1002,cv,0.89,0,1
141,25,28,1002,cv,1.78,0,0
174,25,28,1002,SE,1.79,0,0
167,25,28,1002,SE,3.58,0,0
184,25,29,1002,cv,0.89,0,0
194,25,29,1001,SE,3.13,0,0
190,25,30,1001,SE,7.15,0,0
146,25,30,1001,SE,11.17,0,0
183,25,29,1000,SE,12.96,0,0
157,25,29,1000,SE,16.09,0,0
144,25,28,1000,SE,19.22,0,1
NA,25,27,1001,cv,3.13,0,0
NA,25,27,1001,SE,1.79,0,0
NA,25,27,1001,NE,1.79,0,0
NA,25,26,1000,SE,3.13,0,0
NA,24,26,999,SE,6.26,0,0
NA,24,26,999,SE,8.05,0,0
NA,24,25,999,NE,1.79,0,0
NA,24,25,999,SE,1.79,0,0
NA,23,25,999,cv,0.45,0,0
NA,23,24,998,NE,0.89,0,0
NA,22,23,999,NW,1.79,0,0
NA,23,25,999,cv,0.89,0,0
NA,24,26,999,cv,1.78,0,0
NA,23,29,999,cv,2.67,0,0
NA,18,31,999,NW,1.79,0,0
NA,13,33,999,NW,5.81,0,0
NA,-1,35,999,NW,15.64,0,0
NA,0,35,998,NW,26.82,0,0
NA,1,36,998,NW,38,0,0
NA,3,36,998,NW,46.94,0,0
NA,2,35,998,NW,58.12,0,0
NA,5,35,999,NW,67.95,0,0
NA,7,32,1000,NW,77.78,0,0
NA,6,31,1001,NW,85.83,0,0
NA,7,30,1001,NW,90.75,0,0
NA,9,26,1002,cv,0.89,0,0
NA,9,28,1002,NW,1.79,0,0
NA,9,28,1003,NW,5.81,0,0
NA,9,27,1003,NW,8.94,0,0
NA,9,27,1003,NW,12.96,0,0
NA,9,26,1003,NW,16.98,0,0
NA,9,26,1003,NW,20.11,0,0
NA,10,25,1003,NW,23.24,0,0
NA,10,24,1004,NW,27.26,0,0
NA,12,21,1004,NW,29.05,0,0
NA,11,26,1005,NW,33.07,0,0
NA,12,28,1005,NW,36.2,0,0
NA,10,30,1005,NW,41.12,0,0
NA,9,31,1006,NW,45.14,0,0
NA,8,33,1005,NW,52.29,0,0
NA,9,34,1005,NW,57.21,0,0
NA,9,35,1004,cv,4.02,0,0
NA,10,33,1004,SE,4.02,0,0
NA,11,33,1004,cv,0.89,0,0
NA,12,33,1004,SE,1.79,0,0
NA,12,32,1004,SE,5.81,0,0
NA,13,31,1004,SE,8.94,0,0
NA,13,30,1004,SE,10.73,0,0
NA,13,29,1005,SE,13.86,0,0
NA,16,26,1005,SE,15.65,0,0
NA,15,25,1006,cv,0.89,0,0
NA,17,23,1006,cv,1.78,0,0
NA,17,23,1006,NE,0.89,0,0
NA,17,23,1006,cv,0.89,0,0
NA,17,22,1007,NE,0.89,0,0
NA,17,21,1007,NW,1.79,0,0
NA,17,21,1007,NE,1.79,0,0
NA,17,20,1007,NW,1.79,0,0
NA,17,20,1008,NW,3.58,0,0
NA,17,24,1008,NW,5.37,0,0
NA,15,26,1008,NE,3.13,0,0
NA,16,28,1008,NE,4.92,0,0
NA,15,31,1008,cv,0.89,0,0
NA,16,31,1008,cv,1.78,0,0
NA,16,33,1007,cv,3.57,0,0
NA,16,34,1007,cv,6.7,0,0
NA,14,35,1006,SE,4.02,0,0
NA,14,35,1005,SE,8.04,0,0
112,15,34,1005,SE,12.96,0,0
68,15,33,1005,SE,17.88,0,0
45,17,32,1005,SE,21.9,0,0
69,15,30,1006,SE,25.92,0,0
68,15,30,1007,SE,29.94,0,0
92,16,29,1007,SE,33.96,0,0
79,17,28,1007,SE,37.09,0,0
68,18,26,1007,SE,38.88,0,0
76,18,26,1008,SE,40.67,0,0
81,19,24,1008,SE,42.46,0,0
97,19,23,1007,SE,44.25,0,0
114,19,23,1007,SE,46.04,0,0
140,19,22,1008,SE,47.83,0,0
158,18,22,1008,cv,0.89,0,0
158,19,22,1009,cv,1.78,0,0
182,20,24,1009,cv,2.67,0,0
166,21,26,1009,SE,3.13,0,0
188,20,28,1009,SE,6.26,0,0
194,21,29,1009,SE,9.39,0,0
174,19,31,1008,SE,14.31,0,0
173,17,33,1008,SE,20.12,0,0
121,17,33,1008,SE,25.04,0,0
125,16,33,1007,SE,30.85,0,0
122,16,33,1007,SE,36.66,0,0
118,17,32,1006,SE,41.58,0,0
123,16,32,1006,SE,47.39,0,0
127,17,31,1006,SE,52.31,0,0
152,18,30,1007,SE,56.33,0,0
144,18,28,1008,SE,59.46,0,0
145,19,27,1008,SE,62.59,0,0
156,19,26,1009,SE,65.72,0,0
171,21,25,1009,SE,67.51,0,0
199,22,25,1009,SE,69.3,0,0
249,22,24,1009,SE,71.09,0,0
300,22,25,1009,SE,72.88,0,0
285,22,24,1009,SE,76.01,0,0
281,22,24,1009,SE,79.14,0,0
318,22,24,1009,SE,80.93,0,0
326,22,24,1010,SE,84.06,0,0
337,23,25,1010,SE,87.19,0,0
312,23,26,1010,SE,90.32,0,0
311,23,27,1011,SE,93.45,0,0
291,23,27,1011,SE,95.24,0,0
230,23,27,1011,cv,0.89,0,0
246,23,28,1011,SE,1.79,0,1
309,23,28,1011,SE,3.58,0,2
283,23,28,1010,SE,6.71,0,3
237,23,28,1010,SE,8.5,0,0
164,24,27,1010,SE,10.29,0,1
140,24,27,1010,SE,12.08,0,2
140,24,27,1010,SE,12.97,0,3
152,23,25,1010,SE,14.76,0,4
173,23,24,1011,cv,1.79,0,6
136,22,24,1011,NW,3.13,0,8
90,19,22,1012,NW,6.26,0,9
103,20,22,1011,NW,10.28,0,10
104,20,22,1011,NW,14.3,0,11
106,20,22,1011,cv,0.89,0,12
89,21,22,1010,NW,1.79,0,13
85,21,22,1011,NW,3.58,0,14
84,21,22,1010,NW,6.71,0,0
88,21,22,1011,NW,9.84,0,0
97,21,22,1011,NW,12.97,0,0
102,21,23,1011,NW,16.1,0,1
93,22,23,1012,NW,17.89,0,0
102,21,24,1013,NW,21.02,0,0
100,21,24,1013,NW,22.81,0,0
100,21,26,1012,NW,25.94,0,0
78,21,28,1012,NW,27.73,0,0
75,21,28,1012,cv,0.89,0,0
93,21,27,1012,SE,1.79,0,0
123,22,27,1012,SE,3.58,0,0
124,21,28,1012,SE,6.71,0,0
116,22,28,1012,SE,8.5,0,0
129,22,27,1012,SE,10.29,0,0
121,23,26,1012,NE,0.89,0,0
134,22,25,1012,cv,0.89,0,0
137,22,25,1013,NE,0.89,0,0
154,22,24,1013,SE,1.79,0,0
210,22,24,1014,cv,0.89,0,0
195,22,24,1014,SE,1.79,0,0
154,22,24,1014,cv,0.89,0,0
152,22,24,1014,NE,0.89,0,0
164,22,24,1014,NW,0.89,0,0
165,22,23,1014,cv,0.89,0,0
126,22,23,1015,NW,1.79,0,0
121,21,23,1015,NW,4.92,0,0
132,22,23,1015,NW,8.05,0,0
119,22,25,1015,NW,9.84,0,0
88,23,27,1015,NW,12.97,0,0
79,22,28,1015,NW,16.99,0,0
65,22,30,1015,cv,1.79,0,0
63,21,30,1014,cv,2.68,0,0
79,23,31,1014,SE,1.79,0,0
93,21,32,1013,SE,3.58,0,0
116,22,31,1013,SE,5.37,0,0
146,23,30,1012,SE,9.39,0,0
138,22,29,1012,SE,13.41,0,0
144,23,28,1012,SE,17.43,0,0
151,23,27,1013,SE,20.56,0,0
132,23,26,1013,SE,23.69,0,0
113,22,25,1014,SE,26.82,0,0
63,22,24,1014,SE,28.61,0,0
64,23,24,1014,SE,30.4,0,0
45,21,24,1014,SE,32.19,0,0
62,21,24,1013,SE,33.98,0,0
60,21,23,1013,SE,35.77,0,0
39,21,23,1013,SE,37.56,0,0
47,21,23,1012,cv,0.89,0,1
45,21,22,1012,cv,1.78,0,0
52,21,22,1012,cv,2.67,0,1
52,21,22,1012,cv,3.56,0,2
53,21,22,1012,NW,1.79,0,3
50,20,23,1012,NW,4.92,0,4
35,19,22,1013,NW,12.07,0,5
46,20,22,1012,NW,16.99,0,6
51,19,21,1012,NW,21.91,0,7
38,19,21,1011,NW,27.72,0,8
34,18,20,1011,NW,32.64,0,10
44,19,20,1011,NW,37.56,0,11
19,18,20,1011,NE,4.02,0,12
21,19,20,1011,NE,8.04,0,13
12,19,21,1011,NW,4.92,0,14
26,18,20,1011,NW,8.05,0,0
46,18,20,1012,NW,9.84,0,1
29,17,20,1013,NW,13.86,0,2
13,17,20,1012,NE,4.02,0,3
9,16,19,1012,NE,7.15,0,4
9,16,19,1013,NE,10.28,0,5
9,16,19,1013,NW,4.02,0,0
17,16,20,1013,NE,4.02,0,0
4,16,19,1013,NE,8.04,0,0
8,15,19,1012,NE,12.96,0,0
15,16,18,1012,NW,1.79,0,0
23,16,18,1013,NW,4.92,0,0
11,16,19,1013,NE,3.13,0,0
23,16,21,1014,NE,4.92,0,0
32,17,23,1014,NE,6.71,0,0
30,16,24,1014,NW,3.13,0,0
12,16,26,1014,NW,7.15,0,0
11,15,27,1014,NE,4.02,0,0
17,16,28,1013,NE,7.15,0,0
18,15,28,1013,SE,3.13,0,0
21,15,28,1012,SE,7.15,0,0
15,14,29,1012,SE,10.28,0,0
11,17,28,1012,SE,13.41,0,0
24,17,26,1012,SE,17.43,0,0
38,18,25,1013,SE,20.56,0,0
45,18,23,1014,SE,22.35,0,0
44,18,22,1014,SE,24.14,0,0
48,18,22,1014,SE,27.27,0,0
42,18,21,1015,SE,28.16,0,0
49,18,20,1015,cv,0.89,0,0
61,18,20,1014,cv,1.78,0,0
57,18,19,1014,cv,2.67,0,0
56,17,19,1014,NE,0.89,0,0
61,17,19,1014,NE,1.78,0,0
64,17,19,1014,cv,0.45,0,0
83,17,19,1014,NW,1.79,0,0
82,18,20,1015,NW,2.68,0,0
76,18,21,1015,NW,4.47,0,0
61,18,22,1015,NW,7.6,0,0
66,19,24,1015,NW,9.39,0,0
62,18,26,1015,NW,11.18,0,0
70,18,27,1014,cv,0.89,0,0
63,19,29,1013,cv,1.78,0,0
57,18,29,1013,cv,2.67,0,0
65,18,29,1012,SE,3.13,0,0
84,19,29,1012,SE,4.92,0,0
76,20,28,1012,SE,6.71,0,0
59,20,28,1012,SE,10.73,0,0
70,20,27,1012,SE,12.52,0,0
108,20,25,1013,SE,14.31,0,0
149,21,24,1014,SE,16.1,0,0
169,21,23,1014,SE,17.89,0,0
157,21,23,1014,SE,19.68,0,0
186,21,23,1014,SE,22.81,0,0
166,20,22,1014,SE,24.6,0,0
173,20,21,1014,SE,26.39,0,0
178,20,22,1013,cv,0.89,0,0
190,20,22,1013,cv,1.78,0,0
211,20,22,1013,SE,0.89,0,0
177,20,21,1014,cv,0.89,0,0
182,21,22,1014,cv,1.78,0,0
159,21,23,1014,NE,1.79,0,0
181,21,24,1014,cv,0.89,0,0
169,21,26,1014,SE,1.79,0,0
157,20,27,1014,SE,3.58,0,0
202,22,28,1013,SE,6.71,0,0
186,21,28,1013,SE,9.84,0,0
127,21,29,1013,SE,13.86,0,0
117,19,29,1013,SE,18.78,0,0
87,18,29,1012,SE,24.59,0,0
70,18,28,1013,SE,31.74,0,0
60,18,26,1013,SE,37.55,0,0
34,17,24,1013,SE,42.47,0,0
34,16,24,1014,SE,47.39,0,0
47,17,23,1015,SE,51.41,0,0
45,17,21,1015,cv,0.89,0,0
39,17,20,1015,SE,0.89,0,0
